City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Morro Bay,US,35.3658,-120.8499,68.14,88,0,0.67,clear sky
1,Korla,CN,41.7597,86.1469,83.55,17,0,5.21,clear sky
2,Tuktoyaktuk,CA,69.4541,-133.0374,42.8,93,40,5.75,scattered clouds
3,Punta Arenas,CL,-53.15,-70.9167,48.31,66,75,12.66,broken clouds
4,Ushuaia,AR,-54.8,-68.3,53.22,62,89,4.61,overcast clouds
5,Bac Lieu,VN,9.285,105.7244,79.59,84,69,12.46,light rain
6,Hovd,MN,48.0056,91.6419,66.51,33,1,3.42,clear sky
7,Yellowknife,CA,62.456,-114.3525,46.92,100,75,4.61,broken clouds
8,Severo-Kurilsk,RU,50.6789,156.125,52.14,89,33,12.75,scattered clouds
9,Hobart,AU,-42.8794,147.3294,57.06,54,75,4.0,broken clouds
10,Provideniya,RU,64.3833,-173.3,39.96,87,100,7.47,overcast clouds
11,Bydgoszcz,PL,53.1235,18.0076,77.56,41,0,6.91,clear sky
12,Cayenne,GF,4.9333,-52.3333,87.84,78,75,4.0,broken clouds
13,Sorland,NO,67.667,12.6934,51.87,71,90,17.27,overcast clouds
14,Ancud,CL,-41.8697,-73.8203,49.42,78,81,5.53,broken clouds
15,Berbera,SO,10.4396,45.0143,93.58,50,33,7.54,scattered clouds
16,Madimba,TZ,-10.4,40.3333,79.92,61,75,11.5,broken clouds
17,Victoria,HK,22.2855,114.1577,88.32,64,19,8.57,light rain
18,Mayumba,GA,-3.432,10.6554,79.09,73,8,11.36,clear sky
19,Quatre Cocos,MU,-20.2078,57.7625,72.09,70,39,14.99,scattered clouds
20,Ostrovskoye,RU,57.8057,42.2433,56.12,81,75,11.95,light rain
21,Saint-Pierre,RE,-21.3393,55.4781,76.68,57,0,10.36,clear sky
22,Faanui,PF,-16.4833,-151.75,78.58,78,18,15.88,light rain
23,Samana,DO,19.2056,-69.3369,84.16,83,40,0.0,scattered clouds
24,Hermanus,ZA,-34.4187,19.2345,64.9,66,82,6.31,broken clouds
25,Dongning,CN,44.0622,131.1207,56.61,95,0,1.95,clear sky
26,Kapaa,US,22.0752,-159.319,79.12,77,75,1.99,broken clouds
27,Isangel,VU,-19.55,169.2667,69.26,65,95,16.82,overcast clouds
28,Hami,CN,42.8,93.45,83.86,11,0,6.42,clear sky
29,Florianopolis,BR,-27.6146,-48.5012,65.43,83,75,13.8,broken clouds
30,Leningradskiy,RU,69.3833,178.4167,29.17,89,99,4.59,overcast clouds
31,Mahebourg,MU,-20.4081,57.7,72.25,68,40,12.66,scattered clouds
32,Busselton,AU,-33.65,115.3333,57.09,94,100,13.69,light rain
33,Quang Ngai,VN,15.1167,108.8,79.0,88,97,5.39,overcast clouds
34,Itarema,BR,-2.9248,-39.9167,84.78,60,61,15.37,broken clouds
35,Kieta,PG,-6.2167,155.6333,78.04,82,100,6.85,overcast clouds
36,Bengkulu,ID,-3.8004,102.2655,75.61,87,92,4.16,overcast clouds
37,Bambous Virieux,MU,-20.3428,57.7575,72.21,68,40,12.66,scattered clouds
38,Abyek,IR,36.0667,50.55,85.66,24,0,2.89,clear sky
39,Rikitea,PF,-23.1203,-134.9692,72.61,79,94,7.16,overcast clouds
40,Tromso,NO,69.6496,18.957,50.65,87,75,12.66,broken clouds
41,Tilichiki,RU,60.4667,166.1,32.88,66,86,5.97,overcast clouds
42,Albany,US,42.6001,-73.9662,74.68,79,9,10.42,clear sky
43,Bredasdorp,ZA,-34.5322,20.0403,63.28,63,63,11.5,broken clouds
44,Polyarnyy,RU,69.1989,33.4478,46.87,73,100,10.51,overcast clouds
45,Puerto Ayora,EC,-0.7393,-90.3518,69.55,92,93,13.0,overcast clouds
46,Esperance,AU,-33.8667,121.9,62.44,66,0,2.93,clear sky
47,Vaini,TO,-21.2,-175.2,75.36,94,75,8.05,light rain
48,Touros,BR,-5.1989,-35.4608,86.9,61,57,18.3,broken clouds
49,Avarua,CK,-21.2078,-159.775,73.45,94,90,12.66,overcast clouds
50,Hambantota,LK,6.1241,81.1185,84.54,79,40,13.8,scattered clouds
51,Zhigansk,RU,66.7697,123.3711,42.66,52,53,12.66,broken clouds
52,Chuy,UY,-33.6971,-53.4616,56.8,95,100,21.72,light rain
53,Tiksi,RU,71.6872,128.8694,35.51,76,13,9.08,few clouds
54,Itaporanga,BR,-7.3044,-38.1503,91.83,29,27,7.02,scattered clouds
55,Belaya Gora,RU,68.5333,146.4167,30.36,86,26,15.39,scattered clouds
56,Grindavik,IS,63.8424,-22.4338,51.75,81,75,16.11,broken clouds
57,Mataura,NZ,-46.1927,168.8643,43.48,95,100,9.82,overcast clouds
58,Mount Gambier,AU,-37.8333,140.7667,53.51,71,77,11.5,broken clouds
59,Whakatane,NZ,-37.9585,176.9854,43.77,84,2,7.36,clear sky
60,Butaritari,KI,3.0707,172.7902,83.28,76,7,17.72,light rain
61,Qaanaaq,GL,77.484,-69.3632,16.23,65,19,7.94,few clouds
62,Ambilobe,MG,-13.2,49.05,84.24,38,38,8.57,scattered clouds
63,Ust-Kuyga,RU,70.0167,135.6,35.42,70,100,5.17,overcast clouds
64,Port Keats,AU,-14.25,129.55,78.37,35,0,7.27,clear sky
65,Saint-Philippe,RE,-21.3585,55.7679,76.59,78,56,12.53,broken clouds
66,Hailar,CN,49.2,119.7,42.22,65,15,3.94,few clouds
67,Castro,BR,-24.7911,-50.0119,80.76,36,79,11.9,broken clouds
68,Bolshoy Lug,RU,52.0779,104.0919,48.38,85,96,0.72,overcast clouds
69,Luanda,AO,-8.8368,13.2343,78.8,73,40,6.91,scattered clouds
70,Atuona,PF,-9.8,-139.0333,77.23,79,26,15.08,light rain
71,Georgetown,MY,5.4112,100.3354,76.93,91,40,2.3,heavy intensity rain
72,Ponta Delgada,PT,37.7333,-25.6667,74.12,68,75,5.75,broken clouds
73,Bluff,NZ,-46.6,168.3333,43.81,88,100,29.28,overcast clouds
74,Upernavik,GL,72.7868,-56.1549,33.84,68,100,11.86,light rain
75,Saint-Augustin,CA,51.226,-58.6502,61.39,69,73,14.38,broken clouds
76,Fukue,JP,32.6881,128.8419,75.97,69,100,8.16,overcast clouds
77,Yulara,AU,-25.2406,130.9889,64.24,15,0,10.36,clear sky
78,Dakar,SN,14.6937,-17.4441,90.48,70,40,4.61,scattered clouds
79,Port Lincoln,AU,-34.7333,135.8667,58.5,45,11,10.49,few clouds
80,Port Hedland,AU,-20.3167,118.5667,66.25,59,19,5.75,few clouds
81,Faya,SA,18.3851,42.4509,86.52,17,78,16.78,broken clouds
82,Ribeira Grande,PT,38.5167,-28.7,73.8,78,75,6.91,broken clouds
83,New Norfolk,AU,-42.7826,147.0587,56.7,55,76,4.0,broken clouds
84,Mehamn,NO,71.0357,27.8492,42.98,70,100,14.27,overcast clouds
85,Alexandria,EG,31.2156,29.9553,100.94,38,0,8.05,clear sky
86,Hofn,IS,64.2539,-15.2082,49.24,79,9,5.84,clear sky
87,Acapulco,MX,16.8634,-99.8901,78.58,82,92,3.51,overcast clouds
88,Ingham,US,42.6,-84.3833,66.99,93,1,5.75,clear sky
89,Iqaluit,CA,63.7506,-68.5145,40.73,75,75,3.44,broken clouds
90,Puerto Escondido,MX,15.85,-97.0667,76.03,78,1,8.05,clear sky
91,Ahipara,NZ,-35.1667,173.1667,54.34,67,83,18.16,broken clouds
92,Dingle,PH,10.9995,122.6711,75.42,91,100,5.14,overcast clouds
93,Krasnoselkup,RU,65.7,82.4667,46.51,91,100,5.41,overcast clouds
94,George,ZA,-33.963,22.4617,62.15,72,20,6.91,few clouds
95,San Patricio,US,28.017,-97.5169,82.81,68,96,6.82,overcast clouds
96,Orchard Homes,US,46.8633,-114.0484,55.6,71,1,0.0,clear sky
97,Flinders,AU,-34.5833,150.8552,58.28,79,6,1.01,clear sky
98,Katsuura,JP,35.1333,140.3,71.71,79,94,14.16,overcast clouds
99,Juegang,CN,32.3174,121.1855,72.75,80,47,7.07,light rain
100,Kadoma,JP,34.7333,135.5833,76.98,91,96,5.17,overcast clouds
101,Lebu,CL,-37.6167,-73.65,51.13,70,0,6.15,clear sky
102,Fort Dodge,US,42.4975,-94.168,61.43,76,1,0.0,clear sky
103,Jamestown,US,42.097,-79.2353,66.09,91,90,8.01,overcast clouds
104,Port Elizabeth,ZA,-33.918,25.5701,72.1,35,0,18.41,clear sky
105,Seoul,KR,37.5683,126.9778,71.04,88,0,1.14,clear sky
106,Masumbwe,TZ,-3.6333,32.1833,87.55,24,100,4.0,overcast clouds
107,Tatawin,TN,32.9297,10.4518,92.28,27,0,4.16,clear sky
108,Ziro,IN,27.6333,93.8333,58.75,96,48,0.65,scattered clouds
109,Okato,NZ,-39.2,173.8833,46.42,75,84,17.34,light rain
110,Shaunavon,CA,49.6501,-108.4181,53.38,47,77,6.06,broken clouds
111,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,91.69,19,5,8.88,clear sky
112,Gizo,SB,-8.103,156.8419,80.62,81,71,18.59,broken clouds
113,Krasnogorskoye,RU,52.2953,86.1979,77.36,30,100,14.9,overcast clouds
114,Vardo,NO,70.3705,31.1107,48.4,68,100,16.2,overcast clouds
115,Hithadhoo,MV,-0.6,73.0833,83.46,68,51,4.34,broken clouds
116,Yaguajay,CU,22.3272,-79.2378,81.43,74,0,6.26,clear sky
117,Gat,IL,31.61,34.7642,92.39,40,0,12.41,clear sky
118,Antofagasta,CL,-23.65,-70.4,65.21,56,1,9.75,clear sky
119,Beringovskiy,RU,63.05,179.3167,43.75,88,65,7.25,broken clouds
120,Padang,ID,-0.9492,100.3543,75.25,90,100,2.48,overcast clouds
121,Changchun,CN,43.88,125.3228,60.76,92,100,13.91,light rain
122,Saldanha,ZA,-33.0117,17.9442,68.05,72,70,18.63,broken clouds
123,Ostrovnoy,RU,68.0531,39.5131,42.28,77,100,4.88,overcast clouds
124,Barra Do Garcas,BR,-15.89,-52.2567,93.78,38,0,5.75,clear sky
125,Cabo San Lucas,MX,22.8909,-109.9124,79.11,88,40,11.5,scattered clouds
126,Asosa,ET,10.0667,34.5333,68.14,89,100,4.34,light rain
127,Hilo,US,19.7297,-155.09,74.28,73,1,5.75,clear sky
128,Brewster,US,41.3973,-73.6171,76.8,82,1,1.99,clear sky
129,Stornoway,GB,58.2093,-6.3865,66.16,82,75,5.75,broken clouds
130,Shahrud,IR,36.4182,54.9763,72.18,51,2,15.82,clear sky
131,Lompoc,US,34.6391,-120.4579,60.48,99,90,3.44,mist
132,Birjand,IR,32.8663,59.2211,84.67,12,0,21.85,sand
133,Salalah,OM,17.0151,54.0924,82.49,89,90,11.5,overcast clouds
134,Olafsvik,IS,64.8945,-23.7142,50.85,71,66,19.08,broken clouds
135,Sudzha,RU,51.1976,35.2726,68.45,34,59,11.81,broken clouds
136,Barrow,US,71.2906,-156.7887,41.02,87,90,10.36,overcast clouds
137,Cape Town,ZA,-33.9258,18.4232,65.12,63,0,16.11,clear sky
138,Bhainsa,IN,26.9548,76.9012,83.71,72,100,9.53,overcast clouds
139,Salihorsk,BY,52.7876,27.5415,68.47,42,17,7.58,few clouds
140,Samarai,PG,-10.6167,150.6667,77.99,80,100,22.79,overcast clouds
141,Labuan,MY,5.2767,115.2417,78.96,88,20,0.0,few clouds
142,La Asuncion,VE,11.0333,-63.8628,92.93,59,100,12.66,overcast clouds
143,Jahanabad,IN,25.2167,84.9833,82.96,78,28,6.46,scattered clouds
144,Ponta Do Sol,PT,32.6667,-17.1,80.13,75,14,2.42,few clouds
145,High Level,CA,58.5169,-117.136,51.91,93,75,2.3,broken clouds
146,Batagay-Alyta,RU,67.8006,130.4114,32.22,68,14,3.04,few clouds
147,Klaksvik,FO,62.2266,-6.589,50.92,90,100,13.09,overcast clouds
148,Port Alfred,ZA,-33.5906,26.891,65.82,49,17,9.4,few clouds
149,Chokurdakh,RU,70.6333,147.9167,32.56,93,100,13.4,overcast clouds
150,Salinopolis,BR,-0.6136,-47.3561,82.94,72,83,13.47,broken clouds
151,Peniche,PT,39.3558,-9.3811,80.89,83,100,12.03,overcast clouds
152,Santa Rosa,PH,14.3122,121.1114,78.85,87,100,6.71,overcast clouds
153,Dergaon,IN,26.7,93.9667,81.18,82,15,2.35,few clouds
154,Tasiilaq,GL,65.6145,-37.6368,46.56,52,0,12.55,clear sky
155,Fortuna,US,40.5982,-124.1573,55.36,70,90,1.01,overcast clouds
156,Erenhot,CN,43.6475,111.9767,58.42,48,32,8.88,scattered clouds
157,Geraldton,AU,-28.7667,114.6,59.41,94,2,6.91,clear sky
158,Alindao,CF,5.0267,21.2088,87.76,50,12,4.5,few clouds
159,Airai,TL,-8.9266,125.4092,57.83,86,57,4.43,broken clouds
160,Rawson,AR,-43.3002,-65.1023,55.51,71,6,14.05,clear sky
161,Arraial Do Cabo,BR,-22.9661,-42.0278,73.36,73,75,23.02,broken clouds
162,Despotovac,RS,44.0925,21.4469,74.84,24,100,13.87,overcast clouds
163,Walajapet,IN,12.9333,79.3833,84.85,59,98,7.31,overcast clouds
164,Sitka,US,57.0531,-135.33,57.09,82,90,11.5,moderate rain
165,Zuya,UA,45.0531,34.3154,66.43,37,0,15.77,clear sky
166,Ugoofaaru,MV,5.6667,73.0,83.03,69,100,7.9,overcast clouds
167,Coahuayana,MX,18.7333,-103.6833,78.28,88,100,3.74,overcast clouds
168,Leshukonskoye,RU,64.8989,45.7622,45.46,99,100,7.05,light rain
169,Te Anau,NZ,-45.4167,167.7167,41.23,97,100,6.26,overcast clouds
170,Aklavik,CA,68.2191,-135.0107,45.43,100,40,4.61,scattered clouds
171,Kaitangata,NZ,-46.2817,169.8464,46.78,73,100,19.71,overcast clouds
172,Bilibino,RU,68.0546,166.4372,27.0,89,99,5.03,overcast clouds
173,Tahta,EG,26.7693,31.5021,107.92,12,0,19.46,clear sky
174,Haines Junction,CA,60.7522,-137.5108,35.55,93,95,0.0,overcast clouds
175,Haimen,CN,23.1935,116.6142,85.89,83,4,3.27,clear sky
176,Uppsala,SE,60.0,17.75,72.63,59,75,11.5,broken clouds
177,Saskylakh,RU,71.9167,114.0833,41.72,53,100,10.11,overcast clouds
178,Manacapuru,BR,-3.2997,-60.6206,86.58,55,63,4.63,broken clouds
179,Khatanga,RU,71.9667,102.5,53.22,78,90,9.51,overcast clouds
180,Ambulu,ID,-8.345,113.6058,74.08,87,12,6.17,few clouds
181,Longyearbyen,SJ,78.2186,15.6401,39.04,65,75,10.36,broken clouds
182,Zelenoborsk,RU,61.4669,64.0333,41.58,86,100,4.36,overcast clouds
183,Kahului,US,20.8947,-156.47,75.22,69,1,13.8,clear sky
184,Turkan,AZ,40.3639,50.215,71.78,43,0,16.11,clear sky
185,Zaysan,KZ,47.4667,84.8667,79.03,17,83,11.48,broken clouds
186,Kruisfontein,ZA,-34.0033,24.7314,69.89,41,10,14.41,clear sky
187,Cherskiy,RU,68.75,161.3,28.24,90,31,6.85,scattered clouds
188,Mar Del Plata,AR,-38.0023,-57.5575,53.62,94,90,20.71,moderate rain
189,Avera,US,33.194,-82.5271,78.67,78,100,7.63,overcast clouds
190,Jilib,SO,0.4883,42.7854,84.4,51,72,14.79,broken clouds
191,Montbrison,FR,45.6667,4.0833,87.06,32,13,14.81,few clouds
192,Horta,PT,38.5333,-28.6333,73.04,78,75,6.91,broken clouds
193,Port Hardy,CA,50.6996,-127.4199,57.38,88,90,3.44,light rain
194,Bam,IR,29.106,58.357,92.97,9,0,17.69,clear sky
195,Egvekinot,RU,66.3167,-179.1667,34.39,68,100,9.53,overcast clouds
196,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.39,71,40,8.95,scattered clouds
197,Fomboni,KM,-12.28,43.7425,77.27,76,21,8.63,few clouds
198,Carnarvon,AU,-24.8667,113.6333,66.27,88,0,5.75,clear sky
199,Mao,ES,39.8885,4.2658,84.76,58,0,14.97,clear sky
200,Inirida,CO,3.8653,-67.9239,78.04,82,100,2.01,overcast clouds
201,Malindi,KE,-3.2175,40.1191,82.56,69,40,11.5,scattered clouds
202,Aquiraz,BR,-3.9014,-38.3911,87.89,58,24,16.67,few clouds
203,Abrau-Dyurso,RU,44.69,37.59,74.66,46,0,12.03,clear sky
204,Jefferson City,US,38.5767,-92.1735,69.94,77,1,0.0,clear sky
205,Kavieng,PG,-2.5744,150.7967,77.68,92,100,19.86,heavy intensity rain
206,Qobustan,AZ,40.0824,49.412,71.71,52,29,19.24,scattered clouds
207,Cap Malheureux,MU,-19.9842,57.6142,72.46,66,8,5.99,clear sky
208,Rudnogorsk,RU,57.2639,103.7519,37.9,85,64,1.21,broken clouds
209,Hobyo,SO,5.3505,48.5268,79.59,77,13,28.45,few clouds
210,Hervey Bay,AU,-25.2986,152.8535,57.31,74,1,10.54,clear sky
211,Los Llanos De Aridane,ES,28.6585,-17.9182,78.55,81,40,12.66,scattered clouds
212,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,5.75,scattered clouds
213,Tautira,PF,-17.7333,-149.15,73.42,77,52,13.24,broken clouds
214,Sangar,RU,63.9242,127.4739,48.15,74,25,4.12,scattered clouds
215,Pietersburg,ZA,-23.9045,29.4688,59.85,67,75,10.36,broken clouds
216,Glendora,US,34.1361,-117.8653,81.21,78,1,0.0,clear sky
217,Lasa,IT,46.6166,10.7002,76.91,72,89,5.3,overcast clouds
218,Puerto Suarez,BO,-18.95,-57.8,93.76,62,75,0.0,smoke
219,Navahrudak,BY,53.6,25.8333,65.44,47,17,8.84,few clouds
220,Poum,NC,-20.2333,164.0167,69.64,62,100,14.88,overcast clouds
221,Anloga,GH,5.7947,0.8973,86.22,77,64,13.78,broken clouds
222,Chuncheng,CN,22.1731,111.7886,77.92,91,90,1.95,light rain
223,Norman Wells,CA,65.282,-126.8329,39.24,93,40,3.44,scattered clouds
224,Bagdarin,RU,54.4333,113.6,39.11,94,86,6.82,overcast clouds
225,Pithora,IN,21.2667,82.5167,76.8,88,30,4.5,scattered clouds
226,Sobolevo,RU,54.4299,31.8996,64.69,55,40,11.39,scattered clouds
227,Manta,EC,-0.95,-80.7333,73.18,83,90,8.05,overcast clouds
228,Ilulissat,GL,69.2167,-51.1,37.42,60,75,6.91,broken clouds
229,Buala,SB,-8.145,159.5921,79.03,83,100,8.68,overcast clouds
230,Diamantino,BR,-14.4086,-56.4461,99.0,26,8,5.19,clear sky
231,Decatur,US,39.8403,-88.9548,65.1,72,1,6.91,clear sky
232,Broken Hill,AU,-31.95,141.4333,53.31,40,1,3.44,clear sky
233,Santiago,CL,-33.4569,-70.6483,40.44,93,0,0.0,clear sky
234,Shumyachi,RU,53.8583,32.4242,64.78,52,30,10.11,scattered clouds
235,Meulaboh,ID,4.1363,96.1285,76.12,85,100,1.81,overcast clouds
236,Sibu,MY,2.3,111.8167,77.31,88,40,1.14,light rain
237,Chimore,BO,-16.9833,-65.1333,89.15,40,92,2.53,overcast clouds
238,San Policarpo,PH,12.1791,125.5072,79.97,84,100,5.44,overcast clouds
239,Rio Grande,BR,-32.035,-52.0986,62.71,96,100,25.28,moderate rain
240,Souillac,MU,-20.5167,57.5167,72.36,68,40,12.66,scattered clouds
241,Khasan,RU,42.4308,130.6434,64.83,88,38,1.07,scattered clouds
242,Gornyy,RU,55.1153,83.9059,54.79,69,98,7.9,overcast clouds
243,Fairbanks,US,64.8378,-147.7164,47.3,87,20,0.0,few clouds
244,Kidal,ML,18.4411,1.4078,102.9,18,57,11.01,broken clouds
245,Zaraza,VE,9.3503,-65.3245,83.68,71,79,5.77,broken clouds
246,Gafanha Da Encarnacao,PT,40.6181,-8.733,77.05,78,97,11.41,overcast clouds
247,Huarmey,PE,-10.0681,-78.1522,63.99,81,80,7.49,broken clouds
248,Bubaque,GW,11.2833,-15.8333,80.51,81,26,10.51,scattered clouds
249,Kurilsk,RU,45.2333,147.8833,54.46,87,100,10.38,overcast clouds
250,Pacifica,US,37.6138,-122.4869,68.14,90,20,1.01,few clouds
251,Vigrestad,NO,58.5667,5.7,69.96,87,13,7.7,few clouds
252,Yeppoon,AU,-23.1333,150.7333,62.38,69,0,17.02,clear sky
253,Boa Vista,BR,2.8197,-60.6733,85.98,62,0,10.36,clear sky
254,College,US,64.8569,-147.8028,47.28,87,75,0.0,broken clouds
255,Yerbogachen,RU,61.2767,108.0108,47.77,90,100,0.49,overcast clouds
256,Balykshi,KZ,47.0667,51.8667,68.0,22,0,6.71,clear sky
257,Lagoa,PT,39.05,-27.9833,71.28,86,84,13.11,broken clouds
258,Bathsheba,BB,13.2167,-59.5167,88.41,70,40,17.27,scattered clouds
259,Goure,NE,13.9835,10.2704,91.02,39,4,8.28,clear sky
260,Pringsewu,ID,-5.3582,104.9744,74.8,91,52,6.4,broken clouds
261,Bethel,US,41.3712,-73.414,76.55,80,1,8.05,clear sky
262,Araouane,ML,18.9048,-3.5265,109.33,8,8,16.82,clear sky
263,Myitkyina,MM,25.3833,97.4,79.61,79,3,1.77,clear sky
264,Yenagoa,NG,4.9247,6.2642,84.09,71,96,7.67,moderate rain
265,Taikang,CN,46.8333,124.4167,58.95,97,99,8.93,overcast clouds
266,Lamu,KE,-2.2717,40.902,82.62,72,58,13.85,broken clouds
267,Natal,BR,-5.795,-35.2094,86.65,58,40,19.57,scattered clouds
268,Anadyr,RU,64.75,177.4833,41.5,87,75,15.66,moderate rain
269,Dikson,RU,73.5069,80.5464,42.73,91,100,13.58,overcast clouds
270,Hamilton,US,39.1834,-84.5333,71.06,88,90,1.99,overcast clouds
271,Thompson,CA,55.7435,-97.8558,55.56,94,75,5.75,broken clouds
272,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,77.13,61,94,15.41,overcast clouds
273,Smithers,CA,54.7804,-127.1743,50.32,93,90,2.3,overcast clouds
274,Ferkessedougou,CI,9.6,-5.2,92.01,47,66,2.82,broken clouds
275,Tuatapere,NZ,-46.1333,167.6833,43.83,94,100,10.4,overcast clouds
276,Coihaique,CL,-45.5752,-72.0662,48.81,66,75,3.44,broken clouds
277,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,16.11,few clouds
278,Andreapol,RU,56.6513,32.2664,64.63,63,93,11.99,overcast clouds
279,Kariba,ZW,-16.5167,28.8,89.8,24,0,4.65,clear sky
280,Camacha,PT,33.0833,-16.3333,78.22,61,20,9.22,few clouds
281,Great Falls,US,47.5002,-111.3008,61.68,60,1,0.0,clear sky
282,Helena,US,46.5927,-112.0361,56.93,50,1,0.0,clear sky
283,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,72,1,4.61,clear sky
284,Athabasca,CA,54.7169,-113.2854,46.22,70,7,5.91,clear sky
285,Harper,LR,4.375,-7.7169,81.01,77,94,6.89,overcast clouds
286,Novobirilyussy,RU,56.9514,90.6661,58.95,60,100,9.22,overcast clouds
287,Ostersund,SE,63.1792,14.6357,57.65,82,75,11.5,broken clouds
288,Suifenhe,CN,44.4,131.1667,52.52,97,9,2.53,clear sky
289,Pevek,RU,69.7008,170.3133,31.77,82,100,8.12,overcast clouds
290,Patacamaya,BO,-17.2333,-67.9167,51.69,54,56,3.78,broken clouds
291,Nombre De Dios,MX,23.85,-104.2333,61.81,74,100,1.3,overcast clouds
292,Mitsamiouli,KM,-11.3847,43.2844,75.49,88,75,2.3,broken clouds
293,Henderson,US,36.0397,-114.9819,90.23,24,1,0.0,clear sky
294,Itapirapua,BR,-15.8233,-50.6133,101.23,14,5,8.61,clear sky
295,Deogarh,IN,21.5333,84.7333,79.48,85,91,3.53,overcast clouds
296,Adrar,MR,20.5022,-10.0711,108.72,9,1,11.63,clear sky
297,Borba,BR,-4.3878,-59.5939,92.1,43,77,4.83,broken clouds
298,Machesney Park,US,42.3472,-89.039,64.35,72,1,4.61,clear sky
299,Syumsi,RU,57.1111,51.6149,49.75,93,99,8.43,light rain
300,Muli,MV,2.9167,73.5667,83.08,65,78,5.7,broken clouds
301,Sola,VU,-13.8833,167.55,78.08,74,100,23.78,overcast clouds
302,Sitges,ES,41.2351,1.8119,90.88,74,20,4.0,few clouds
303,Maceio,BR,-9.6658,-35.7353,83.64,69,75,14.97,broken clouds
304,Roma,US,43.2128,-75.4557,75.09,67,1,5.75,clear sky
305,Elko,US,41.0002,-115.5012,65.32,20,0,5.01,clear sky
306,East London,ZA,-33.0153,27.9116,68.94,56,0,10.36,clear sky
307,Ust-Ishim,RU,57.6935,71.1665,46.18,61,13,3.69,few clouds
308,Merauke,ID,-8.4667,140.3333,77.05,76,100,20.27,overcast clouds
309,Lavrentiya,RU,65.5833,-171.0,37.62,86,100,4.14,overcast clouds
310,Liwale,TZ,-9.7667,37.9333,90.97,20,11,5.23,few clouds
311,Korem,ET,12.5058,39.5228,63.91,68,97,2.84,moderate rain
312,Cidreira,BR,-30.1811,-50.2056,63.72,95,100,23.64,heavy intensity rain
313,Davila,PH,18.4726,120.5763,82.02,81,89,17.52,moderate rain
314,Greeley,US,40.4233,-104.7091,69.57,87,1,6.91,clear sky
315,Namibe,AO,-15.1961,12.1522,74.03,78,40,13.8,scattered clouds
316,Yarada,IN,17.65,83.2667,86.32,74,40,6.91,scattered clouds
317,Tlaltenango,MX,19.1667,-98.3333,58.55,80,99,2.86,overcast clouds
318,Pisco,PE,-13.7,-76.2167,64.45,72,60,6.91,haze
319,Huicungo,PE,-7.2833,-76.8,73.65,88,20,0.0,few clouds
320,San Jose,US,37.3394,-121.895,69.78,75,1,5.75,clear sky
321,Sokoni,TZ,-6.4333,39.55,86.29,77,0,15.37,clear sky
322,Jalu,LY,29.0331,21.5482,94.46,21,0,16.08,clear sky
323,Nouadhibou,MR,20.931,-17.0347,89.58,48,0,8.05,clear sky
324,Tacna,PE,-18.0056,-70.2483,54.5,94,90,2.3,overcast clouds
325,Chokwe,MZ,-24.5333,32.9833,73.13,62,99,10.76,overcast clouds
326,Sovetskaya Gavan,RU,48.9723,140.2878,57.33,91,50,7.38,scattered clouds
327,Talcahuano,CL,-36.7167,-73.1167,46.08,87,0,5.75,clear sky
328,Celestun,MX,20.8667,-90.4,78.82,85,89,8.66,overcast clouds
329,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,73,100,16.37,overcast clouds
