City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,Capelinha,BR,-17.6914,-42.5158,82.42,35,3,5.21,clear sky
331,Codrington,AU,-38.2667,141.9667,53.8,66,97,16.37,overcast clouds
332,Mga,RU,59.75,31.0667,62.53,79,100,12.21,light rain
333,Debno,PL,52.739,14.698,79.18,40,6,5.53,clear sky
334,Codajas,BR,-3.8367,-62.0569,90.43,49,56,4.16,broken clouds
335,Auki,SB,-8.7676,160.7034,76.14,89,87,5.41,overcast clouds
336,Okhotsk,RU,59.3833,143.3,49.37,88,100,8.68,light rain
337,Tigzirt,DZ,36.8886,4.1198,86.07,58,100,7.09,overcast clouds
338,Nouakchott,MR,18.0858,-15.9785,96.73,68,0,6.76,clear sky
339,Whitehorse,CA,60.7161,-135.0538,47.17,100,75,3.44,broken clouds
340,Fosforitnyy,RU,55.3261,38.9,59.32,72,100,11.3,overcast clouds
341,Northam,GB,51.0333,-4.2167,73.15,92,100,5.5,overcast clouds
342,Basco,PH,20.4487,121.9702,84.0,80,100,20.38,overcast clouds
343,Kalang,PH,5.9197,121.3631,80.2,81,100,5.97,light rain
344,Tomatlan,MX,19.9333,-105.25,74.19,94,100,3.69,overcast clouds
345,Beaverlodge,CA,55.2166,-119.4361,47.55,88,100,2.19,overcast clouds
346,Mogadishu,SO,2.0371,45.3438,84.07,84,75,14.97,broken clouds
347,Raga,SS,8.4596,25.678,82.35,71,99,0.94,overcast clouds
348,Santa Cruz,BO,-17.8,-63.1667,81.86,78,75,9.22,smoke
349,Komsomolskiy,UZ,40.4272,71.7189,92.12,14,0,4.61,clear sky
350,Vadso,NO,70.0744,29.7487,48.36,76,75,9.22,broken clouds
351,Alamos,MX,27.0167,-108.9333,75.16,85,13,1.45,few clouds
352,Saint George,US,37.1041,-113.5841,72.19,21,1,3.44,clear sky
353,Fort Nelson,CA,58.8053,-122.7002,45.99,93,90,3.44,overcast clouds
354,Marzuq,YE,14.4,46.4667,80.49,56,88,9.8,overcast clouds
355,Talnakh,RU,69.4865,88.3972,49.46,72,92,5.75,overcast clouds
356,Corowa,AU,-36.0333,146.3833,48.29,93,6,5.68,clear sky
357,Nome,US,64.5011,-165.4064,44.67,87,90,0.0,overcast clouds
358,Mountain Home,US,43.133,-115.6912,64.78,54,1,10.36,haze
359,Ocos,GT,14.5094,-92.1933,86.32,82,95,3.62,overcast clouds
360,Hasaki,JP,35.7333,140.8333,68.4,77,99,13.73,overcast clouds
361,Jumla,NP,29.2747,82.1838,62.49,93,86,1.36,overcast clouds
362,Duluth,US,46.7833,-92.1066,63.36,82,1,4.0,clear sky
363,Arusha,TZ,-3.3667,36.6833,74.97,50,40,11.5,scattered clouds
364,San Quintin,MX,30.4833,-115.95,69.39,90,13,6.38,few clouds
365,San Cristobal,VE,7.7669,-72.225,69.98,54,23,4.81,few clouds
366,Kendari,ID,-3.945,122.4989,73.94,93,100,2.98,overcast clouds
367,Bose,IT,45.4612,8.0137,80.29,51,100,3.78,overcast clouds
368,Puerto Colombia,CO,10.9878,-74.9547,82.49,76,78,2.86,broken clouds
369,Kaeo,NZ,-35.1,173.7833,50.32,84,79,11.45,broken clouds
370,Bahar,IR,34.9072,48.4414,83.5,19,0,17.69,clear sky
371,Nanortalik,GL,60.1432,-45.2371,46.87,86,100,1.36,overcast clouds
372,Kayes,ML,14.0,-11.0,91.76,52,51,1.41,broken clouds
373,Constitucion,CL,-35.3333,-72.4167,54.46,59,0,7.0,clear sky
374,Atambua,ID,-9.1061,124.8925,71.8,76,24,7.9,few clouds
375,Portland,US,45.5234,-122.6762,65.21,74,1,1.99,clear sky
376,Dingli,MT,35.8614,14.3822,78.96,54,40,6.91,scattered clouds
377,Ushtobe,KZ,45.2514,77.9838,78.6,20,0,6.4,clear sky
378,Pangkalanbuun,ID,-2.6833,111.6167,73.72,97,100,2.3,overcast clouds
379,Magrath,CA,49.4167,-112.8686,51.48,41,100,12.46,overcast clouds
380,Cabedelo,BR,-6.9811,-34.8339,83.07,63,14,16.73,few clouds
381,Den Helder,NL,52.9599,4.7593,82.02,50,12,9.22,few clouds
382,Kokstad,ZA,-30.5472,29.4241,62.82,35,0,5.82,clear sky
383,Coromandel,BR,-18.4733,-47.2003,86.63,26,0,12.71,clear sky
384,Sioux Lookout,CA,50.1001,-91.917,57.58,94,75,5.75,broken clouds
385,Sao Filipe,CV,14.8961,-24.4956,78.01,78,57,12.84,broken clouds
386,Botwood,CA,49.1499,-55.3482,67.89,58,14,13.31,few clouds
387,Grand Gaube,MU,-20.0064,57.6608,72.37,67,10,8.01,clear sky
388,Kargat,RU,55.1956,80.2811,54.52,95,100,5.41,overcast clouds
389,Phan Thiet,VN,10.9333,108.1,77.94,91,95,9.06,overcast clouds
390,Villanueva De La Serena,ES,38.9766,-5.7974,81.82,32,6,11.3,clear sky
391,Nikolskoye,RU,59.7035,30.7861,62.49,77,100,11.27,overcast clouds
392,Halkirk,CA,52.2834,-112.1518,53.17,55,85,9.26,overcast clouds
393,Shakhtinsk,KZ,49.71,72.5872,55.96,68,96,15.5,overcast clouds
394,Wum,CM,6.3833,10.0667,76.62,75,95,2.93,moderate rain
395,Half Moon Bay,US,37.4636,-122.4286,67.69,84,1,0.0,clear sky
396,Palmer,US,42.1584,-72.3287,75.31,73,75,3.0,broken clouds
397,Parana,AR,-31.732,-60.5238,55.56,85,89,18.7,overcast clouds
398,Vagur,FO,61.4732,-6.8119,50.68,94,100,18.9,overcast clouds
399,Bendigo,AU,-36.7667,144.2833,45.64,53,46,4.16,scattered clouds
400,Almaznyy,RU,48.0448,40.045,69.94,27,100,4.43,overcast clouds
401,Vila Velha,BR,-20.3297,-40.2925,75.15,73,90,9.22,overcast clouds
402,Narsaq,GL,60.9167,-46.05,48.42,57,90,3.44,overcast clouds
403,Axim,GH,4.8699,-2.2405,82.0,72,73,9.46,broken clouds
404,Norfolk,US,42.1668,-71.2495,77.14,84,1,1.99,clear sky
405,Ondjiva,AO,-17.0667,15.7333,96.84,13,40,6.91,scattered clouds
406,Luchegorsk,RU,46.4764,134.2569,57.42,95,99,2.73,overcast clouds
407,Teya,RU,60.3778,92.6267,48.67,80,31,3.98,scattered clouds
408,Russell,US,32.3502,-85.1999,77.52,90,90,3.44,light intensity drizzle
409,Mackenzie,CA,55.2999,-123.1698,48.42,93,90,2.3,overcast clouds
410,Ixtapa,MX,20.7,-105.2,75.22,100,90,3.44,overcast clouds
411,Krasnoye,UA,49.9145,24.6134,74.55,45,12,2.75,few clouds
412,Baruun-Urt,MN,46.6806,113.2792,44.74,61,87,3.51,overcast clouds
413,Brokopondo,SR,4.75,-55.1667,82.15,71,77,2.73,broken clouds
414,Puerto Del Rosario,ES,28.5004,-13.8627,87.48,74,0,16.11,clear sky
415,Karasburg,NA,-28.0167,18.75,78.42,5,0,12.93,clear sky
416,Westport,US,41.1415,-73.3579,78.28,78,1,1.99,clear sky
417,Kuytun,RU,54.3419,101.5036,39.69,94,100,1.79,overcast clouds
418,Port Moresby,PG,-9.4431,147.1797,78.22,73,75,28.77,broken clouds
419,Luderitz,NA,-26.6481,15.1594,68.83,40,0,8.32,clear sky
420,Rio Tuba,PH,8.5061,117.4317,79.18,87,100,13.58,moderate rain
421,Novouzensk,RU,50.4592,48.1431,66.94,28,70,13.33,broken clouds
422,Muncar,ID,-8.4333,114.3333,75.34,86,29,6.13,scattered clouds
423,Madison Heights,US,42.4859,-83.1052,68.94,84,1,5.75,clear sky
424,Berlevag,NO,70.8578,29.0864,42.75,70,75,13.8,broken clouds
425,Torbay,CA,47.6666,-52.7314,66.27,81,20,28.77,light rain
426,Zyryanka,RU,65.75,150.85,33.49,87,100,22.08,overcast clouds
427,Goderich,CA,43.7501,-81.7165,66.9,82,0,13.8,clear sky
428,Kodiak,US,57.79,-152.4072,50.13,89,100,1.12,light rain
429,Guerrero Negro,MX,27.9769,-114.0611,70.86,84,23,10.09,few clouds
430,Tual,ID,-5.6667,132.75,80.24,80,97,24.65,overcast clouds
431,Puerto Wilches,CO,7.3483,-73.896,81.34,79,68,0.38,broken clouds
432,Alice Springs,AU,-23.7,133.8833,53.15,35,0,8.05,clear sky
433,Grants Pass,US,42.439,-123.3284,66.43,71,20,0.0,few clouds
434,Camrose,CA,53.0168,-112.8353,55.81,61,6,8.12,clear sky
435,Aquidauana,BR,-20.4711,-55.7872,100.76,22,23,11.23,few clouds
436,Abu Zabad,SD,12.35,29.25,90.64,46,90,3.58,overcast clouds
437,Tessalit,ML,20.1986,1.0114,107.11,10,4,15.05,clear sky
438,Amapa,BR,1.0,-52.0,88.66,49,91,3.8,overcast clouds
439,Zaragoza,ES,41.6561,-0.8773,89.46,35,40,4.0,scattered clouds
440,Eufaula,US,31.8913,-85.1455,78.26,95,100,5.77,overcast clouds
441,Saint Anthony,US,45.0205,-93.218,64.26,70,1,8.99,clear sky
442,Strezhevoy,RU,60.7333,77.5889,48.18,65,100,4.07,overcast clouds
443,Traverse City,US,44.7631,-85.6206,64.6,77,20,10.36,few clouds
444,Caracollo,PE,-14.9165,-70.6603,51.33,48,99,3.31,overcast clouds
445,Richards Bay,ZA,-28.783,32.0377,67.33,66,11,8.59,few clouds
446,Dunedin,NZ,-45.8742,170.5036,49.8,48,100,3.0,overcast clouds
447,Hohhot,CN,40.8106,111.6522,62.89,59,20,6.71,few clouds
448,Pistoia,IT,43.9667,10.8333,81.86,28,0,8.01,clear sky
449,Mahenge,TZ,-8.6833,36.7167,83.05,27,53,1.74,broken clouds
450,Zheleznodorozhnyy,RU,55.7503,38.0042,59.52,74,100,11.63,overcast clouds
451,Paranaiba,BR,-19.6772,-51.1908,101.1,14,6,7.58,clear sky
452,Hay River,CA,60.8156,-115.7999,53.58,87,75,5.75,broken clouds
453,Broome,US,42.2506,-75.833,73.02,74,89,1.99,overcast clouds
454,Klyuchi,RU,52.2667,79.1667,63.66,54,100,15.1,overcast clouds
455,Khash,IR,28.2211,61.2158,90.1,9,5,15.97,clear sky
456,Kudat,MY,6.8837,116.8477,80.53,83,20,8.05,few clouds
457,Taltal,CL,-25.4,-70.4833,62.89,57,0,7.0,clear sky
458,Imeni Zhelyabova,RU,58.9544,36.5956,56.05,89,100,11.97,light rain
459,Benguela,AO,-12.5763,13.4055,77.0,71,40,8.84,scattered clouds
460,Mazagao,BR,-0.115,-51.2894,89.65,52,67,5.53,broken clouds
461,Cairns,AU,-16.9167,145.7667,69.06,86,90,14.97,overcast clouds
462,Picos,BR,-7.0769,-41.4669,94.42,27,7,6.93,clear sky
463,Beloha,MG,-25.1667,45.05,75.49,41,0,12.37,clear sky
464,San Jeronimo,PE,-11.9472,-75.2829,52.39,66,100,2.1,overcast clouds
465,Katobu,ID,-4.9408,122.5276,75.58,85,94,5.66,overcast clouds
466,Gimli,CA,50.6336,-96.9907,60.44,82,65,8.05,broken clouds
467,Ellsworth,US,44.5434,-68.4195,69.08,88,1,1.01,clear sky
468,Kattivakkam,IN,13.2167,80.3167,87.89,75,100,16.15,overcast clouds
469,Andenes,NO,69.3143,16.1194,48.18,76,75,19.57,moderate rain
470,Qaqortoq,GL,60.7167,-46.0333,48.7,66,93,2.77,overcast clouds
471,Takanosu,JP,40.2219,140.3694,63.55,85,100,3.02,overcast clouds
472,Kenai,US,60.5544,-151.2583,50.09,95,90,0.0,overcast clouds
473,Bajil,YE,15.0584,43.2851,96.87,51,37,14.58,scattered clouds
474,Nara,JP,34.6851,135.8049,76.28,94,87,2.91,overcast clouds
475,Shimoda,JP,34.6667,138.95,74.3,81,96,2.66,overcast clouds
476,Zerbst,DE,51.9667,12.0833,80.74,45,50,7.07,scattered clouds
477,North Myrtle Beach,US,33.816,-78.68,83.07,90,75,1.01,broken clouds
478,Zharkent,KZ,44.1628,80.0,81.39,17,1,6.82,clear sky
479,Karratha,AU,-20.7377,116.8463,70.47,56,11,3.24,few clouds
480,Vila,PT,42.0304,-8.1588,62.33,93,83,8.48,broken clouds
481,Mackay,AU,-21.15,149.2,69.78,56,75,19.57,broken clouds
482,Ukiah,US,39.1502,-123.2078,79.02,48,1,0.0,clear sky
483,Chkalovskoye,RU,44.8392,133.0436,55.44,93,5,4.27,clear sky
484,Necochea,AR,-38.5473,-58.7368,51.04,93,100,20.74,light rain
485,Marsassoum,SN,12.8275,-15.9806,89.69,59,74,5.37,broken clouds
486,Wuwei,CN,37.9281,102.6414,67.48,32,65,9.71,broken clouds
487,Noumea,NC,-22.2763,166.4572,62.58,67,65,11.32,broken clouds
488,Bonthe,SL,7.5264,-12.505,83.98,70,60,9.44,broken clouds
489,Manitouwadge,CA,49.1215,-85.8403,54.32,98,100,12.66,overcast clouds
490,Dhidhdhoo,MV,6.8833,73.1,82.67,71,25,10.02,scattered clouds
491,Honiara,SB,-9.4333,159.95,76.53,88,26,5.82,scattered clouds
492,Aykino,RU,62.2248,49.9922,49.64,79,100,7.29,overcast clouds
493,Macas,EC,-2.3167,-78.1167,75.81,68,87,2.42,overcast clouds
494,Tver,RU,56.8619,35.8931,58.53,75,100,10.96,overcast clouds
495,Verkhneyarkeyevo,RU,55.4505,54.3145,50.14,87,100,11.32,overcast clouds
496,Columbus,US,39.9612,-82.9988,70.81,80,90,5.75,overcast clouds
497,Acari,PE,-15.4311,-74.6158,68.07,71,54,8.16,broken clouds
498,Tiverton,GB,50.9,-3.4833,75.81,73,20,9.22,few clouds
499,Mont-Dore,NC,-22.2833,166.5833,62.58,70,73,8.34,broken clouds
500,Bastia,FR,42.6667,9.3333,84.0,60,0,8.05,clear sky
501,Brae,GB,60.3964,-1.353,57.11,81,100,8.23,overcast clouds
502,Nantucket,US,41.2835,-70.0995,76.08,79,20,12.66,few clouds
503,Letka,RU,59.6011,49.4232,51.46,89,93,8.7,overcast clouds
504,Moerai,PF,-22.4333,-151.3333,71.71,74,52,17.11,broken clouds
505,Mlowo,TZ,-9.0,32.9833,77.61,31,98,9.4,overcast clouds
506,Atikokan,CA,48.7555,-91.6216,54.9,79,100,9.33,overcast clouds
507,Vire,FR,48.9167,-0.8333,76.39,65,56,4.38,broken clouds
508,Torres,BR,-29.3353,-49.7269,69.82,89,100,12.77,heavy intensity rain
509,Zhirnov,RU,48.1709,41.1261,73.71,27,91,3.15,overcast clouds
510,Marawi,PH,7.9986,124.2928,65.64,93,93,5.5,overcast clouds
511,Akhmim,EG,26.5622,31.745,107.8,11,2,20.24,clear sky
512,Sakaiminato,JP,35.55,133.2333,73.38,94,40,6.91,scattered clouds
513,Gobabis,NA,-22.45,18.9667,85.3,9,34,9.35,scattered clouds
514,Severodvinsk,RU,64.5635,39.8302,55.51,94,99,12.48,light rain
515,Bandarbeyla,SO,9.4942,50.8122,79.75,73,99,32.95,overcast clouds
516,Pangnirtung,CA,66.1451,-65.7125,37.4,81,75,5.75,broken clouds
517,Morant Bay,JM,17.8815,-76.4093,84.65,74,13,11.81,few clouds
518,Buncrana,IE,55.1333,-7.45,69.62,78,96,6.02,overcast clouds
519,Diego De Almagro,CL,-26.3667,-70.05,65.84,19,0,2.98,clear sky
520,Coaldale,CA,49.7167,-112.6185,52.75,70,75,4.61,broken clouds
521,La Orilla,MX,17.9833,-102.2333,76.57,86,96,4.68,overcast clouds
522,Lata,PT,40.1629,-8.3327,80.35,51,99,10.94,overcast clouds
523,Yar-Sale,RU,66.8333,70.8333,44.64,59,91,9.28,overcast clouds
524,Jiwani,PK,25.05,61.7417,81.28,87,100,14.23,overcast clouds
525,Koumac,NC,-20.5667,164.2833,65.71,65,100,12.24,overcast clouds
526,Ovalle,CL,-30.5983,-71.2003,59.9,33,0,2.84,clear sky
527,Chatrapur,IN,19.35,84.9833,82.96,81,100,13.04,overcast clouds
528,Hammerfest,NO,70.6634,23.6821,45.05,65,75,3.44,light rain
529,Malakal,SS,9.5334,31.6605,72.7,96,100,6.22,overcast clouds
530,Tilhar,IN,27.9833,79.7333,81.12,82,78,7.09,broken clouds
531,Lovozero,RU,68.005,35.0117,43.74,82,100,5.01,overcast clouds
532,Aripuana,BR,-9.1667,-60.6333,93.45,34,77,4.23,broken clouds
533,Mafeteng,LS,-29.823,27.2374,65.26,23,0,7.27,clear sky
534,Marsh Harbour,BS,26.5412,-77.0636,83.07,71,32,2.33,scattered clouds
535,Cowra,AU,-33.8333,148.6833,42.75,90,0,0.96,clear sky
536,Boyolangu,ID,-8.1181,111.8935,73.92,91,72,7.56,broken clouds
537,Belyy Yar,RU,53.6039,91.3903,62.49,59,100,2.24,overcast clouds
538,Wanning,CN,18.8003,110.3967,80.46,85,6,4.34,clear sky
539,Port Blair,IN,11.6667,92.75,80.46,85,100,13.18,light rain
540,Martapura,ID,-3.4167,114.85,77.09,94,42,1.14,scattered clouds
541,Aksu,CN,41.1231,80.2644,84.16,17,0,5.66,clear sky
542,Vostok,RU,46.4856,135.8833,53.19,96,100,2.51,overcast clouds
543,Ban Tak,TH,17.0432,99.0813,75.13,93,100,4.47,overcast clouds
544,Sri Aman,MY,1.2376,111.4621,78.85,89,100,0.0,light rain
545,Kumluca,TR,36.3703,30.2869,83.73,56,1,8.39,clear sky
546,Pathein,MM,16.7833,94.7333,79.3,88,97,6.51,overcast clouds
547,Itoman,JP,26.1247,127.6694,84.22,74,20,4.61,few clouds
548,Likasi,CD,-10.9814,26.7333,90.32,16,4,2.73,clear sky
549,Shahreza,IR,32.0339,51.8794,81.86,11,0,15.93,clear sky
550,Tecoanapa,MX,16.5167,-98.75,78.82,80,60,3.27,broken clouds
551,Semme,FR,46.1963,1.5007,75.61,82,63,7.02,broken clouds
552,Kudahuvadhoo,MV,2.6708,72.8944,83.1,65,93,4.74,overcast clouds
553,Turukhansk,RU,65.8167,87.9833,52.32,83,100,3.13,overcast clouds
554,De Aar,ZA,-30.6497,24.0123,67.86,16,0,3.49,clear sky
555,Kosino,RU,58.4127,51.2782,51.53,84,96,9.42,overcast clouds
556,Banda Aceh,ID,5.5577,95.3222,79.2,77,98,13.47,overcast clouds
557,Ballina,AU,-28.8667,153.5667,53.78,93,75,3.44,broken clouds
558,Cetate,RO,44.1,23.05,78.85,21,97,12.71,overcast clouds
559,Akyab,MM,20.15,92.9,81.36,83,100,5.84,light rain
560,Valparaiso,CL,-33.0393,-71.6273,53.83,64,0,6.91,clear sky
561,Carutapera,BR,-1.195,-46.02,85.08,65,63,11.34,broken clouds
562,Inuvik,CA,68.3499,-133.7218,47.41,70,40,5.75,scattered clouds
563,Nuuk,GL,64.1835,-51.7216,45.21,81,75,1.14,broken clouds
564,Gao,ML,16.6362,1.637,95.99,31,100,2.66,overcast clouds
565,Onguday,RU,50.75,86.15,62.42,54,7,4.27,clear sky
566,Kaabong,UG,3.4836,34.1492,75.07,52,97,2.39,overcast clouds
567,Ilhabela,BR,-23.7781,-45.3581,75.34,74,45,10.27,scattered clouds
568,Troitsko-Pechorsk,RU,62.7084,56.1964,42.53,73,98,4.56,overcast clouds
569,Ko Samui,TH,9.5357,99.9357,82.31,78,20,4.61,few clouds
570,Najran,SA,17.4924,44.1277,97.45,7,67,19.57,broken clouds
571,Kununurra,AU,-15.7667,128.7333,75.18,35,0,5.75,clear sky
572,Szigetvar,HU,46.0486,17.8055,78.33,21,3,13.53,clear sky
573,Kota Bahru,MY,6.1333,102.2386,76.95,88,40,3.44,scattered clouds
574,Waipawa,NZ,-41.4122,175.5153,42.93,87,35,4.79,scattered clouds
575,Teahupoo,PF,-17.8333,-149.2667,67.96,76,66,13.0,broken clouds
576,Ortigueira,BR,-24.2083,-50.9494,83.77,33,100,7.11,overcast clouds
577,Denpasar,ID,-8.65,115.2167,80.26,83,40,13.8,scattered clouds
578,Caceres,ES,39.522,-6.3748,77.81,45,84,10.07,broken clouds
579,Road Town,VG,18.4167,-64.6167,87.01,74,20,4.61,few clouds
580,Nenjiang,CN,49.1833,125.2167,56.12,98,100,1.74,overcast clouds
581,Tiznit,MA,29.5833,-9.5,99.64,18,91,8.7,overcast clouds
582,Sao Felix Do Xingu,BR,-6.6447,-51.995,92.7,44,10,3.98,clear sky
583,Kavaratti,IN,10.5669,72.642,81.81,82,40,15.08,scattered clouds
584,Deputatskiy,RU,69.3,139.9,25.7,86,53,4.76,broken clouds
585,Seddon,AU,-37.8068,144.8916,58.12,75,0,5.99,clear sky
586,Sisimiut,GL,66.9395,-53.6735,41.72,64,100,2.62,overcast clouds
587,Balkanabat,TM,39.5108,54.3671,87.1,25,0,11.92,clear sky
588,Vaitape,PF,-16.5167,-151.75,78.62,78,17,16.04,light rain
589,Solnechnyy,RU,50.7214,136.6319,57.36,75,13,4.54,few clouds
590,Tagusao,PH,9.1924,117.8141,77.83,93,100,12.26,heavy intensity rain
591,Vao,NC,-22.6667,167.4833,67.82,61,23,20.29,few clouds
592,South Lake Tahoe,US,38.9332,-119.9844,63.88,56,90,0.0,haze
593,Manavalakurichi,IN,8.1333,77.3,82.49,82,0,12.68,clear sky
594,Georgiyevka,KZ,43.0369,74.7114,84.24,28,0,4.47,clear sky
595,Kulhudhuffushi,MV,6.6221,73.07,82.6,70,24,9.57,few clouds
596,Ilembula,TZ,-8.9,34.5833,74.59,40,87,11.77,overcast clouds
597,Zarya,RU,55.7553,38.0958,59.49,76,100,11.34,overcast clouds
598,Maumere,ID,-8.6199,122.2111,78.04,73,87,3.38,overcast clouds
599,Male,MV,4.1748,73.5089,84.15,74,40,9.22,scattered clouds
600,La Ronge,CA,55.1001,-105.2842,50.22,93,1,3.44,fog
601,Nassau,US,40.7507,-73.5829,78.17,75,20,3.0,few clouds
602,Haltern,DE,51.743,7.1816,83.79,36,0,6.8,clear sky
603,Rochester,US,43.1548,-77.6156,68.99,88,90,5.75,moderate rain
604,Luba,GQ,3.4568,8.5547,82.29,82,58,5.68,light rain
605,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,76,40,10.36,scattered clouds
606,Severnyy,RU,50.677,36.5532,66.24,34,0,11.18,clear sky
607,Lac Du Bonnet,CA,50.2536,-96.0612,57.63,88,99,11.01,overcast clouds
608,Aden,YE,12.7794,45.0367,89.4,71,21,13.29,few clouds
609,Surgut,RU,61.25,73.4167,50.18,71,20,4.47,few clouds
610,Saint-Leu,RE,-21.15,55.2833,74.68,65,33,3.87,scattered clouds
611,Viedma,AR,-40.8135,-62.9967,57.09,51,100,12.82,light rain
612,Laguna,US,38.421,-121.4238,84.7,66,1,0.0,clear sky
613,Bundaberg,AU,-24.85,152.35,57.49,83,0,1.99,clear sky
614,Springbok,ZA,-29.6643,17.8865,74.59,10,0,11.52,clear sky
615,Soyo,AO,-6.1349,12.3689,84.25,74,27,9.95,scattered clouds
616,Plover,US,44.4564,-89.544,59.99,79,1,10.0,clear sky
617,Caucaia,BR,-3.7361,-38.6531,87.75,70,75,24.16,broken clouds
618,Semirom,IR,31.4167,51.5667,74.48,10,0,15.52,clear sky
619,Vallenar,CL,-28.5708,-70.7581,65.39,25,0,3.4,clear sky
620,North Bend,US,43.4065,-124.2243,59.94,99,90,0.0,fog
621,Rudnya,RU,54.947,31.0934,68.13,54,100,12.39,overcast clouds
622,Vanimo,PG,-2.6741,141.3028,78.17,88,47,7.09,scattered clouds
623,El Tigre,VE,8.8875,-64.2454,83.59,60,97,11.48,overcast clouds
624,Lorengau,PG,-2.0226,147.2712,80.08,81,26,6.85,scattered clouds
625,Husavik,IS,66.0449,-17.3389,55.31,63,15,5.03,few clouds
626,Londoko,RU,49.0333,131.9833,56.57,98,100,1.74,overcast clouds
627,Lakes Entrance,AU,-37.8811,147.981,49.15,81,6,7.29,clear sky
628,Lesnoye,RU,58.2841,35.5158,59.72,76,100,12.28,overcast clouds
629,Charlottesville,US,38.0293,-78.4767,75.7,75,1,7.0,clear sky
630,Mbandaka,CD,0.0487,18.2603,79.48,69,80,0.29,broken clouds
631,Cairo,EG,30.0626,31.2497,99.36,28,0,5.75,clear sky
632,Vitre,FR,48.1178,-1.2058,79.02,44,76,9.71,broken clouds
633,Morondava,MG,-20.2833,44.2833,78.19,62,0,15.01,clear sky
634,Micco,US,27.8806,-80.5003,84.99,73,90,3.0,overcast clouds
635,Gorontalo,ID,0.5412,123.0595,75.6,93,100,3.42,overcast clouds
636,Coquimbo,CL,-29.9533,-71.3436,56.93,50,0,9.22,clear sky
637,Grand-Santi,GF,4.25,-54.3833,88.34,54,83,3.22,broken clouds
638,Nageshwari,BD,25.9377,89.7148,82.26,79,64,5.84,broken clouds
639,Tignere,CM,7.3667,12.65,77.54,68,98,2.17,light rain
640,Kushima,JP,31.4583,131.2333,76.8,89,27,5.35,scattered clouds
641,Nong Bua,TH,15.8646,100.5858,78.3,92,100,4.59,overcast clouds
642,Rantepao,ID,-2.9701,119.8978,65.77,91,99,1.86,overcast clouds
643,Suozhen,CN,36.9539,118.1047,68.99,69,0,7.05,light rain
644,Revda,RU,56.801,59.9303,47.21,94,100,12.24,overcast clouds
645,Karpathos,GR,35.507,27.2132,82.36,51,20,13.8,few clouds
646,Calafell,ES,41.2,1.5683,90.25,74,9,7.14,clear sky
647,Sinnai,IT,39.3042,9.2036,82.85,64,20,9.22,moderate rain
648,Barinas,VE,8.6226,-70.2075,78.49,83,76,1.86,broken clouds
649,Elizabeth City,US,36.2946,-76.2511,81.01,89,1,3.0,clear sky
650,Biak,ID,-0.9131,122.8766,74.53,86,100,7.85,overcast clouds
651,Kuzhenkino,RU,57.7611,33.9508,59.88,76,100,12.8,light rain
652,Casablanca,MA,33.5928,-7.6192,84.42,65,75,16.11,broken clouds
653,La Mira,MX,18.035,-102.3266,76.62,86,99,4.54,overcast clouds
654,Izacic,BA,44.875,15.7819,73.54,28,0,7.14,clear sky
655,Kolondieba,ML,11.0882,-6.8926,92.01,51,52,1.34,broken clouds
656,Kolokani,ML,13.5728,-8.0339,92.75,45,21,6.17,few clouds
657,Havelock,US,34.8791,-76.9013,82.98,87,41,1.99,scattered clouds
658,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,65,99,4.94,overcast clouds
659,Puyang,CN,29.4603,119.8861,74.35,96,100,1.45,overcast clouds
660,Cheney,US,47.4874,-117.5758,62.62,50,75,0.0,broken clouds
661,Mazamari,PE,-11.3258,-74.5308,81.55,58,19,2.37,few clouds
